name,slug,url,logo_url,countries,categories,tags,description,developer_name,developer_email,developer_url,developer_phone,avg_rating,total_ratings,pricing
Lamha,4666,https://apps.zid.sa/en/application/4666,https://media.zid.store/apps/662022d9-7372-4a53-808b-511c03c1a99c.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"A comprehensive platform that brings together shipping companies, enabling users to access multiple services. The website also allows for the convenient issuance of shipping policies, making it easy for customers to track and manage shipping operations effectively.",Lamha,Info@lamha.sa,https://lamha.sa/,+966535851762,5,0,Free App
Loops App,4685,https://apps.zid.sa/en/application/4685,https://media.zid.store/apps/15db1f45-92ba-4a10-9b49-671c2f0b19b2.png,Saudi Arabia,Analytics & Reporting,Free; Trial,"Loops is a powerful platform that connects your Zid store with multiple e-commerce and fulfillment channels.

With Loops, you can:
*   Automatically sync products and inventory
*   Manage orders from multiple marketplaces in one place
*   Generate shipping labels and track deliveries centrally
*   Monitor sales performance with unified analytics

**Integration steps**

*Pre-Requisite*
You mush have an accout into Loops and it should be active. You create an account via this [link](htt",Loops Tech,integration@loops.sa,https://sellerhub.staging.loops.sa,,5,0,14 Day Free Trial
Jaras,4717,https://apps.zid.sa/en/application/4717,https://media.zid.store/apps/7e5bbfec-19fb-472f-a935-b2c1fae2fa0e.png,Saudi Arabia,Inventory management,Free; Trial,"with **Jaras**
Track your orders and inventory intelligently.
**Features**
Alerts for overdue orders (choose the statuses you want)

Low stock alerts

Set a custom minimum stock level for each product

Get Instant Alerts on WhatsApp, Telegram, or Google Sheets

Control how many times alerts are sent daily

Stay on top of everything, wherever you are

**Integration Steps:**
1. Choose the plan that best suits your needs.
2. Activate the application.
3. The integration will be com",Turki AlTwijri,me@turki.tw,https://jaras.app,,5,0,14 Day Free Trial
AliExpress - Auto Drop,4742,https://apps.zid.sa/en/application/4742,https://media.zid.store/apps/33ce0506-bf3c-49ae-9706-45f2433468a9.png,Saudi Arabia,Finding Products,Free; Trial; 46% discount,"**Auto Drop** dropshipping application, your first step to success in e-commerce.

Our app **Auto Drop** works to provide an easy and smooth tool through which you can obtain thousands of distinctive products from dropshipping sites such as AliExpress platform and upload them to your store, while providing the ability to complete orders and track their status automatically without any fatigue or effort.

**With us from now**:

1. You do not need a huge financial budget or capital to start.",View Point System,support@autodrop.me,https://autodrop.me,,5,2,7 Day Free Trial
Social Lab WA updates,4750,https://apps.zid.sa/en/application/4750,https://media.zid.store/apps/631c717c-891c-45f2-b46b-ebe84bfbd8c9.gif,Saudi Arabia,Marketing,Free; Trial,"Social Lab is the result of our extensive marketing experience in managing e-commerce stores.

**Engage with Your Customers and Boost Your Sales:  **

With the absence of human interaction in an e-commerce store, automated messages provide an effective communication channel with customers. Greet them, send discount codes, and share special offers to encourage purchases.


**Smart Interaction with Abandoned Carts:  **

Our app offers effective options to interact with abandoned carts, he",Social Lab,support@sociallab.sa,https://getsociallab.com,,5,3,7 Day Free Trial
Roadlink Logistics,4768,https://apps.zid.sa/en/application/4768,https://media.zid.store/apps/9b87dce4-3f52-4a37-b95d-1d7a588bbb6d.png,Saudi Arabia,Shipping & Fulfilment,Free,"Al-Rasail Mail Transport Company is a fast-growing startup based in Saudi Arabia, specializing in last-mile delivery services. We are committed to providing efficient, reliable, and timely logistics solutions to businesses and stores.",roadlink,khalid.eltahir@road-link.sa,https://www.road-link.sa,+966506540207,5,0,Free App
Zid Sheets Integration,4774,https://apps.zid.sa/en/application/4774,https://media.zid.store/apps/b7043b41-99ed-462a-94fd-36d376b4b0d4.png,Saudi Arabia,Analytics & Reporting,Paid,"**Zid Sheets Integration – Sync Your Store with Google Sheets in Seconds**
Tired of manual exports, missed orders, or digging through your dashboard? Zid Sheets Integration is a simple yet powerful app that automatically connects your Zid store with Google Sheets, giving you real-time access to your data — all in one organized place.

 **What This App Does**
This integration syncs your key store data directly into a spreadsheet, including:
* Orders
* Products (Coming soon)
* Customers (Co",Abdul Munim,amunim@amunim.me,https://zidsheets.amunim.me/,,5,0,From SAR 57.50 / 1 Month
AZsheets,4775,https://apps.zid.sa/en/application/4775,https://media.zid.store/apps/67d75bbb-1589-4c64-a98c-eaae4a32ce6e.png,Saudi Arabia,Analytics & Reporting,Free; Trial; Embedded; 50% discount,"**AZsheets** - Connect Zid Store to Google Sheets

**AZsheets** is your ideal app to integrate your Store with Google Sheets. Export and synchronize orders, product data effortlessly, saving you time and streamlining your store management efficiently.

**Integration Steps**

* Choose the plan that best suits your needs
* Activate application
* The app is ready to use now.

**Why use AZsheets?**

AZsheets turns your Zid Store data into clear, live spreadsheets you can actually work wi",AZapps,admin@az-sheets.com,https://www.az-sheets.com/dashboard,,5,0,14 Day Free Trial
Saraa logesTechs,4779,https://apps.zid.sa/en/application/4779,https://media.zid.store/apps/0e8c3485-99a8-4e49-b445-826c45295ef3.png,Saudi Arabia,Shipping & Fulfilment,Free,"company providing shipping and delivery  The company aims to simplify the process of transporting parcels and orders between individuals and businesses, focusing on speed, accuracy, and security. It offers various shipping options such as regular and express delivery",mohammad,info@saraa.sa,https://www.saraa.sa,+966538342221,5,0,Free App
pro logistics,4782,https://apps.zid.sa/en/application/4782,https://media.zid.store/apps/43accc29-2a69-4883-a8dd-8886853e90bb.png,Saudi Arabia,Shipping & Fulfilment,Free,Pro Logistics Company is a leading Saudi company established in Jeddah to keep pace with global developments in the logistics field and the increasing demand for sales through local and international online stores. We are keen to provide the best services in the fastest time.,KHALID,info@prologistics.sa,https://prologistics.logestechs.com/login,+966547894825,5,0,Free App
Ataq,4807,https://apps.zid.sa/en/application/4807,https://media.zid.store/apps/1b234e34-b972-43e6-a031-7e988f258fc2.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Ataq was established several years ago, and since then it has grown to become one of the successful companies in the field of shipping and logistics services.",fastcoo,info@ataq.sa,https://ataq.sa,+966507419940,5,0,Free App
3D AR Scanner,4815,https://apps.zid.sa/en/application/4815,https://media.zid.store/apps/cbb1f38b-d42a-41ba-a80a-69cef255bf87.png,Saudi Arabia,Mobile Apps,Free; Trial,"**What is the 3D AR Scanner App?**

The **3D AR Scanner App** helps you transform your products into 3D models and display them using Augmented Reality inside your Zid store — easily and without any technical expertise.

**Benefits for Merchants:**
* **Increase sales:** Customers can view products in realistic 3D before purchasing, which boosts their confidence.
* **Reduce returns:** Customers can verify the size, shape, and fit with AR before completing the order.
* **Advanced shopping e",VREAL,info@vrealinc.com,https://apps.apple.com/in/app/scanar-partner/id6747756638,,5,0,1 Day Free Trial
Link logistics solutions,4823,https://apps.zid.sa/en/application/4823,https://media.zid.store/apps/787b6f73-ed03-47d8-af9c-cb0b6346fcbf.png,Saudi Arabia,Shipping & Fulfilment,Free,"We at Link developed our system to meet the different needs of multiple activities and to provide solutions for the storage, packaging and shipping of businesses and electronic stores, using the latest technologies and devices that ensure the efficient and high quality of our customer",Smart link,info@s-link.net,https://s-link.net/,+966594986316,5,0,Free App
High Performance Service Co.,4826,https://apps.zid.sa/en/application/4826,https://media.zid.store/apps/a7e3b1a0-0cb7-4749-981c-0a065c152cff.png,Saudi Arabia,Shipping & Fulfilment,Free,Company specialized in providing internal shipping and delivery solutions to meet the needs of the growing Saudi market.,HPS,support@hps.com.sa,https://www.hps.com.sa,+966547171571,5,0,Free App
Jaweb AI Chatbot,4851,https://apps.zid.sa/en/application/4851,https://media.zid.store/apps/4ad03a58-9702-4bfb-97e3-f6279200c49f.png,Saudi Arabia,Customer Support,Free; Trial,"Turn every visitor into a customer, 24/7.
Jaweb’s AI-powered chatbot is built for e-commerce and designed to work perfectly with your Zid store. It helps you capture more leads, recover abandoned carts, and support customers instantly—without manual effort.

✅ **Key Features**

Instant FAQs – Auto-reply to common questions (shipping, returns, sizing, etc.)

Smart Product Suggestions – Guide shoppers to the right items via AI conversation

Cart Recovery – Re-engage users with reminders a",Zaini media,derrick@jaweb.me,https://crm.jaweb.me,,5,0,14 Day Free Trial
qeen Whatsapp Marketing,4855,https://apps.zid.sa/en/application/4855,https://media.zid.store/apps/30bae7b8-9300-4682-9c72-0f5ee7610811.png,Saudi Arabia,Marketing,Free; Trial,"**Turn One-Time Buyers into Loyal Customers—Without the Hustle**

Connect your Zid store to the qeen WhatsApp Marketing Companion and start engaging your customers like never before. In just a few clicks, your customer, order, and product data syncs automatically—so you can instantly launch personalized, data-driven WhatsApp campaigns that feel like real conversations.

No manual work. No guesswork. Just smarter marketing.

**What You Get**
* Effortless Integration with your Zid store
* ",qeen,tech@qeen.ai,https://users.qeen.ai/,,5,0,5 Day Free Trial
QmQm,4878,https://apps.zid.sa/en/application/4878,https://media.zid.store/apps/ca36c559-1356-49a6-a35e-5ade05d3add7.png,Saudi Arabia,Marketing,Free; Trial; Embedded,"**QmQm** offers an advanced solution for creating interactive marketing videos for products within online stores. Its main goal is to enhance the visitor experience and increase the effectiveness of visual content compared to traditional images or static videos.

✅ **Key Features**:

	•	Easy Integration of Existing Videos

Videos can be imported effortlessly from YouTube or uploaded directly from a personal device.

	•	Extensive Support for Interactive Elements

**Including**:

	•	Te",QmQm,support@qmqm.io,https://qmqm.vercel.app/zid,,5,0,7 Day Free Trial
Give A Gift,4915,https://apps.zid.sa/en/application/4915,https://media.zid.store/apps/d82c156c-c3ea-418e-956c-ceb889cbf40e.png,Saudi Arabia,Payments,Free; Trial,"What is **GIVE A GIFT**?

**GIVE A GIFT** is an innovative digital platform specializing in electronic gift cards. It allows customers to send customized gift cards to their friends and loved ones in a modern and convenient way through WhatsApp.

It also enables merchants to connect their stores with our platform, making their brand available as one of the options customers can choose when purchasing a gift card. This helps expand your brand’s reach and increase your sales through a seamless",Gift A Gift  Company,giveagift.sa@gmail.com,https://giveagift.com.sa/,,5,1,14 Day Free Trial
Ugceer,4931,https://apps.zid.sa/en/application/4931,https://media.zid.store/apps/5f5caafa-df4b-4d4e-928d-c4590e782874.jpg,Saudi Arabia,Marketing,Free; Trial,"**[UGCeer](https://ugceer.com) Because a Successful Ad Starts with Great Content**

In today’s market, ads alone are no longer enough.
Success in advertising isn’t just about budget—it’s about the power of your content and its actual impact.

**UGCeer** is an innovative platform that connects you with professional content creators who produce tailored, high-converting marketing videos for your products starting at just 150 SAR.

⸻

💡 High-Quality Content… at a Smart Cost:
	•	Profession",UGCEER,hi@ugceer.com,https://app.ugceer.com,,5,1,14 Day Free Trial
Gplexpress  Fulfillment,4948,https://apps.zid.sa/en/application/4948,https://media.zid.store/apps/519eeaf6-d70b-4e56-9925-abd2b743bffe.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Live tracking of shipments throughout the day
Multiple payment options suitable for online stores
Door to Door shipping and delivery service.
Fast delivery from 2 to 6 hours
Payment service upon receipt
Fast money transfers
Free return service",Gplexpress,operation@gpl.express,https://www.gplexpress.net/lander,+966537667783,5,0,Free App
Pointat - Loyalty System,4982,https://apps.zid.sa/en/application/4982,https://media.zid.store/apps/65526861-ca02-4da2-8a63-20f60422990f.png,Saudi Arabia,Marketing,Free; Trial; Embedded,"Smart Loyalty System for Your Store — Earn Customer Loyalty & Boost Sales 🚀

👍 **Encourage Their Loyalty – Promote Repeat Purchases**
A streamlined points program allows your customers to collect points with every purchase, as well as by reviewing the store or creating account on your store.

🎁 **Customizable Rewards by You**
Redeemable points can be converted into coupons of fixed or percentage discount of order total, free product or free shipping, with full control over the required poi",Tjartk,support@pointat.app,https://pointat.tjartk.com/,,5,0,7 Day Free Trial
Treek,4993,https://apps.zid.sa/en/application/4993,https://media.zid.store/apps/ff09b814-731d-4849-a1ce-afb2fe7f0fde.png,Saudi Arabia,Shipping & Fulfilment,Free,Our work connects merchants with the best shipping companies in Saudi Arabia .,Treek,it@gotreek.com,https://www.gotreek.com,+966504616114,5,0,Free App
Aber Elsahab,4998,https://apps.zid.sa/en/application/4998,https://media.zid.store/apps/739a470f-ecac-41ee-b073-f6d166ed5597.png,Saudi Arabia,Shipping & Fulfilment,Free,"Aber Al Sahab is a logistics company offering local and international delivery, inventory management, and smart warehousing. We use advanced technology to ensure fast, efficient service and deliver a reliable customer experience.",Aber alsahab,sales@aberelsahab.com,https://aberelsahab.com/ar/,+966577291929,5,0,Free App
cycle,4999,https://apps.zid.sa/en/application/4999,https://media.zid.store/apps/0f4e4ba5-803d-4138-a6d0-caf9e16d719c.png,Saudi Arabia,Shipping & Fulfilment,Free,"we are in cycle provide a full logistic services for our customers 
and since we help them on all that process we called it cycle 
a full cycle of services.",cycle,sultan@cyclegroup.co,https://cyclegroup.co,+96653351566,5,0,Free App
One Minute Logistics Company,5032,https://apps.zid.sa/en/application/5032,https://media.zid.store/apps/43c92704-0b0d-4c61-a577-7f08e4412d71.jpg,Saudi Arabia,Shipping & Fulfilment,Free,One minute licensed institution looking forward to keeping pace with the development and vision of the Kingdom,Khalid,Info@oneminute.com.sa,https://oneminute.com.sa,+966568344829,5,0,Free App
TD Fulfillment,5036,https://apps.zid.sa/en/application/5036,https://media.zid.store/apps/2aab3074-de4c-4bb9-bbf5-dba5a3ead20f.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Fast, efficient, and local. Our new micro-fulfillment service helps e-commerce businesses store inventory closer to their customers, enabling same-day and next-day delivery with reduced costs and faster turnaround times. Perfect for growing brands that need speed, flexibility, and scalable logistics",Omniful,tech+td@omniful.ai,https://tdlogistics.co/ar,+966920015499,5,0,Free App
Quicksilver for transportation and storage,5042,https://apps.zid.sa/en/application/5042,https://media.zid.store/apps/d7c1ff9f-679b-4ebc-abff-e8e592e4347d.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Quicksilver Delivery Services, the company specialized in providing fast and reliable delivery services. We cover large areas, including Saudi Arabia, the United Arab Emirates, and Kuwait.",baghdad,mohammed.b@quick-silver.express,https://erp.quick-silver.express,+966541505550,5,0,Free App
Javna WhatsApp AI bot,5054,https://apps.zid.sa/en/application/5054,https://media.zid.store/apps/7f06581e-c03d-4705-9ce7-35655e467dfc.jpg,Saudi Arabia,Customer Support,Paid,"Take your customer communication experience to a professional level with Javna’s all-in-one WhatsApp communication platform for Zid stores.

From abandoned cart recovery and order updates to marketing campaigns and smart chatbot building — Javna gives you complete control over the customer journey, with no coding required.

**Who is this app for?**
	•	Zid store managers
who want to increase sales and boost loyalty through smart, automated WhatsApp communication.
	•	Marketing teams
lookin",Javna,product@javna.com,https://console.javna.com,,5,0,From SAR 109.00 / 1 Month
Rjeha,5068,https://apps.zid.sa/en/application/5068,https://media.zid.store/apps/1d7250be-a2bc-4c71-8bfe-d34d8e0ee1a9.png,Saudi Arabia,Customer Support,Free; Trial,"Transform your returns process from your biggest operational challenge into your strongest competitive advantage with Rjeha. In the fast-paced world of e-commerce, returns management is no longer just a reverse process; it has become an integral part of the customer experience and a genuine opportunity to foster loyalty and increase sales. At Rjeha, we fully understand the significant financial costs and operational effort that Zid merchants face, which is why we have built an integrated solutio",Rjeha,info@rjeha.com,https://www.rjeha.com/,,5,0,14 Day Free Trial
Lubex Logistics,5073,https://apps.zid.sa/en/application/5073,https://media.zid.store/apps/43c7c85f-0092-4329-a243-e25e8bca772f.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Lubex is a Saudi-based logistics company focused on professional parcel shipping and last-mile delivery for online retailers. We provide smart, efficient, and scalable delivery solutions designed to meet the growing demands of digital commerce in the Kingdom.",Lubex Logistics,support@lubexksa.com,https://www.lubexksa.com/,+966501841778,5,0,Free App
e-FATOORA,5075,https://apps.zid.sa/en/application/5075,https://media.zid.store/apps/22f0942d-27da-41e1-ad68-b5459e58ba2c.png,Saudi Arabia,Accounting,Free; Trial; Embedded,"**eFATOORA**
Electronic Invoice App: The Easiest Way to Comply with ZATCA

**The Bottom Line:** This app allows your Zid store to send your invoices **automatically and directly** to the Zakat, Tax and Customs Authority (ZATCA).

**Currently Available for: Simplified Tax Invoices (B2C customer invoices)**

***

**3 Main Reasons eFATOORA is a Must for Your Store:**

1. **Peace of Mind and Time Saving:**
* **No More Complexity:** You don't need to understand the ""codes"" or ""technology""",Business Elite LLC and DataValue KSA,support@efatoora.app,https://efatoora.app/zid_embed,,5,0,7 Day Free Trial
Chatberry,5076,https://apps.zid.sa/en/application/5076,https://media.zid.store/apps/a66d0b2d-7aba-4b36-93c1-52067f429630.png,Saudi Arabia,Marketing,Paid,"Start a professional journey in smart marketing with our app!
Import contacts easily, send marketing messages with the push of a button, and track your customers' interactions moment by moment.
We provide you with advanced tools designed to simplify your business, enhance customer loyalty, while ensuring the security and ease of use of your data.
 **Integration Steps:**

1. Choose the plan that best suits your needs.
2. Activate the application.
3. You will receive an email with your pass",Establishment of Tanbihat Alrmqia,info@chatberry.net,https://zid.chatberry.net,,5,0,From SAR 115.00 / Annually
Sampo AI,5110,https://apps.zid.sa/en/application/5110,https://media.zid.store/apps/ec570a25-49d6-4355-8cda-d5dd806c47a5.jpg,Saudi Arabia,Analytics & Reporting,Free; Trial,"**Sampo AI – AI-Powered Dynamic Pricing for Zid**

Boost revenue and protect margins with real-time price optimization.

Sampo AI plugs straight into your **Zid** catalog and continually recalculates the best price for every SKU—using live demand signals, stock levels, and competitor moves across MENA marketplaces. The result: higher conversion, faster sell-through, and healthier profits without endless manual repricing.

*     **Real-time repricing engine** – adjusts prices automatically ",Sampo AI,info@getsampo.com,https://app.getsampo.com/,,5,0,7 Day Free Trial
LogesTechs,5121,https://apps.zid.sa/en/application/5121,https://media.zid.store/apps/da14dec3-8667-4620-a78c-4dac874ed880.png,Saudi Arabia,Inventory management,Free; Trial,"**LogesTechs** solutions enable e-commerce stores and shipping companies to efficiently manage last-mile delivery operations, helping reduce costs and enhance customer experience.

**Key services provided by LogesTechs**:

Accurate customer location and delivery address detection.

Automated shipment sorting.

Automatic shipment assignment and optimal route creation for drivers.

Flexible delivery time with the option to reschedule.

Easy communication with drivers.

Real-time ship",logestechs,ayman@logestechs.com,https://www.logestechs.com,,5,0,7 Day Free Trial
FitYou,5123,https://apps.zid.sa/en/application/5123,https://media.zid.store/apps/546f03f0-3b6f-4ab0-98e7-c0ce71cd8ac6.png,Saudi Arabia,Operations,Free; Trial; 60% discount,"**Project Title: FitYou – Smart Clothing & Footwear Recommendations**

**Overview**

**FitYou** is an intelligent, user-centric recommendation platform that helps individuals find the best-fitting clothing and footwear based on their unique body measurements. Whether shopping anonymously or through a registered profile, FitYou ensures that users receive accurate, personalized suggestions without the guesswork—improving confidence in purchases and reducing returns.

**Core Purpose**

The ",FitYou,hello@fityou.sa,https://fityou.sa,,5,0,7 Day Free Trial
Shaa | Customer wallet,5195,https://apps.zid.sa/en/application/5195,https://media.zid.store/apps/1a409384-5eb8-4b39-8c74-e6f97eabe01c.png,Saudi Arabia,Marketing,Embedded,"#### Specialized Referral System  
**What does it mean?**  
It turns your customers into salespeople for you. They get a special discount code to share with their friends.  
**You win.. your customer wins.. everyone wins.**

----

**How Sha'a works**  
1. Your customer makes a purchase at your store.  
2. The referral code is shown to them.  
3. They share the referral with their friends.  
4. Their friends buy with a discount.  
5. Your customer earns a commission in their store wal",Ziadah commerce,support@shaa.ziadah.app,https://shaa.ziadah.app/,,5,0,Usage Based Plan
MILE JET,5205,https://apps.zid.sa/en/application/5205,https://media.zid.store/apps/efe49d19-54ea-4b28-98b2-553683a35155.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Mile Jet is your reliable nationwide delivery partner, ensuring fast, secure, and hassle-free shipping for your Zid store orders.",Mile Jet,sales@milejet.com.sa,https://www.milejet.com.sa,+966598480626,5,0,Free App
Mersal Ai,5242,https://apps.zid.sa/en/application/5242,https://media.zid.store/apps/d596c25c-c939-4a74-a684-fd1e663b596a.png,Saudi Arabia,Customer Support,Free; Trial,"This application provides an AI-powered customer support solution for Zid stores. It helps merchants deliver instant replies, automated order updates, and continuous communication with customers—without the need for a large support team.

**✨ What the app offers**

**1. Instant AI Responses**

The chatbot instantly answers customer questions regarding products, delivery, pricing, and store policies.

**2. Automated Order Tracking**

When customers ask about their order status, the bot ",Makaseb,sales@makaseb.sa,https://app.mersal.ai/,,5,0,7 Day Free Trial
ClickRank - SEO Tool,5250,https://apps.zid.sa/en/application/5250,https://media.zid.store/apps/b78102a8-2d3f-45d4-b8ec-a2b140e6de00.png,Saudi Arabia,Marketing,Paid,"**ClickRank** is not just a content generator — it’s a complete SEO optimization tool for Zid stores. By connecting with Google Search Console (GSC), ClickRank analyzes your store’s real search performance, then uses AI to rewrite product titles, meta descriptions, and product details in a way that directly improves visibility and ranking.

How it improves SEO:

**Title Rewriting:** ClickRank takes underperforming product titles and rewrites them using real search queries from GSC, making th",ClickRank,support@clickrank.ai,https://zid.clickrank.ai/platform,,5,0,From SAR 228.85 / 1 Month
Convertance,5267,https://apps.zid.sa/en/application/5267,https://media.zid.store/apps/5dce0bb1-b936-4ebe-86ad-59739779780a.png,Saudi Arabia,Marketing,Free; Trial,"**Convertance** is a unique Arabic & English white-label affiliate program software built to empower e-commerce brands to create their own in-house affiliate programs — designed to give real-time tracking, multi-criteria insights on sales, marketers, and channels.

One platform, one identity, and a fully professional experience that empowers you to manage your affiliate program with 5K+ verified marketers, influencers, and content creators — while accurately tracking their sales contribution i",Karim Mohamed,info@convertance.com,https://www.platform.convertance.com/index.php,,5,0,14 Day Free Trial
Jahzha,5282,https://apps.zid.sa/en/application/5282,https://media.zid.store/apps/90486867-1561-4f38-94c1-1ac5b623a080.png,Saudi Arabia,Shipping & Fulfilment,Free,Jahzha is a logistics platform that provides shipping and delivery solutions for eCommerce businesses across multiple regions.,Development of Masar Digital Company,support@company.jahzha.com.sa,https://company.jahzha.com.sa/,+966555635421,5,0,Free App
FatooraTech,5290,https://apps.zid.sa/en/application/5290,https://media.zid.store/apps/82524abc-e0c5-4d44-a178-8b9e57e8b5bc.png,Saudi Arabia,Accounting,Free; Trial,"**Say Goodbye to Invoicing Complexities! FatoorTech: E-Invoicing Solutions for Your Zid Store**.
Are you a merchant on the Zid platform looking for an easy and compliant e-invoicing solution? ""Fatoortak"" is your gateway to easy and complete compliance with the requirements of the Zakat, Tax and Customs Authority (ZATCA) in Saudi Arabia.
 **Why Choose Fatoortak?**
* Seamless and Direct Integration: Issue and organize your electronic invoices completely without leaving the Zid platform.

* Gu",FatooraTech,info@fatooratech.com,https://www.fatooratech.com/,,5,0,14 Day Free Trial
Momaken,5314,https://apps.zid.sa/en/application/5314,https://media.zid.store/apps/0056aac6-cf58-427f-8975-8ee80da60c4e.png,Saudi Arabia,Analytics & Reporting,Free; Trial; Embedded,"**Momaken** offer Business Intelligence designed specifically for online stores, a service that allows store owners to access comprehensive and accurate analytics about the performance of their stores within a few seconds, without having to waste time searching manually between reports and data. Through this service, the merchant can track the sales movement on a daily or monthly basis, and know the Most popular products, the most interactive customers, and the times when the store is witnessing",Momaken,info@momaken.net,https://momaken.net/,,5,0,14 Day Free Trial
logistika,5333,https://apps.zid.sa/en/application/5333,https://media.zid.store/apps/7cf3823c-c82d-4673-aa52-6aad3b866dd5.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"We provide an integrated logistics experience that ensures fast delivery, product safety, and packaging",logistika,Info@logistika.sa,https://www.logistika.sa/,+966554883237,5,0,Free App
RedBox - Home Delivery,5335,https://apps.zid.sa/en/application/5335,https://media.zid.store/apps/74b4c168-d942-496e-82a3-cdcf61c7272a.png,Saudi Arabia,Shipping & Fulfilment,Free,"Up to 30 Percent Cashback 
RedBox makes receiving your orders simple. Get fast delivery to your doorstep or pick up anytime from thousands of RedBox Points",RedBox Smart Lockers,biz.care@redboxsa.com,https://redboxsa.com,+966920033013,5,0,Free App
Sirdab,5339,https://apps.zid.sa/en/application/5339,https://media.zid.store/apps/fe63e494-ec19-43fd-89a2-a1af7139cba8.png,Saudi Arabia,Shipping & Fulfilment,Free,"We deliver seamless end-to-end shipping and fulfillment solutions that help businesses manage orders, inventory, warehousing, and last-mile delivery with speed and reliability. From secure storage to doorstep delivery, we ensure efficiency, accuracy, scalability, and customer satisfaction. at scale.",Sirdab Logistics,ahmad.abdelhalim@sirdab.co,https://www.sirdab.co/en,+966532169691,5,0,Free App
SellEnvo,5345,https://apps.zid.sa/en/application/5345,https://media.zid.store/apps/c615bfee-dcd3-43e1-8334-a914aa2bb6d1.png,Saudi Arabia,Inventory management,Free; Trial; 30% discount,"Introducing **SellEnvo**—your comprehensive solution for seamless e-commerce management. Designed to empower ambitious sellers, SellEnvo integrates effortlessly with your existing tools, offering a unified platform to manage inventory, order fulfillment, and product listings across multiple sales channels.

**Key Features:**

Real-Time Inventory Tracking: Maintain accurate stock levels across both online and offline channels, preventing overselling and stockouts.

Centralized Order Fulfill",SellEnvo,ahmed.alsaidi@sellenvo.com,https://account.sellenvo.com,,5,0,14 Day Free Trial
Zoho Books Accounting,5350,https://apps.zid.sa/en/application/5350,https://media.zid.store/apps/5d03dde6-76bf-4de3-a63c-34af4d6adfe2.png,Saudi Arabia,Accounting,Free; Trial; 30% discount,"Full automation of invoicing, inventory, and orders with accurate tax reports — no manual entry required, so you can focus on growing your sales.  
Connect your **Zid store** with **Zoho Books** through **Apps Bunches**, the official Zoho partner in Saudi Arabia.

**What is Zoho Books?**  
Zoho Books is a cloud-based accounting system from Zoho Corporation, a global leader with over 25 years of experience and trusted by more than 100 million users worldwide.  
It provides you with a complet",Apps Bunches,Apps@appsbunches.com,https://zoho.appsbunches.com,,5,0,7 Day Free Trial
Zoho Bookings,5370,https://apps.zid.sa/en/application/5370,https://media.zid.store/apps/fdee0164-d189-4748-a4e2-34c31b4bb15a.jpg,Saudi Arabia,Operations,Free; Trial; Embedded,"**Let Your Customers Book Your Services While You Sleep!**

How many bookings have you missed just because of delayed responses?
How many potential clients left your store because they couldn't find an easy way to book?

With the Zoho Bookings integration into Zid stores via Apps Bunches, you can now offer a fully automated booking system directly on your products. Your customers can choose a time, book, and pay — while you relax.

**What Does the App Do?**
It connects your products in Z",Apps Bunches,Apps@appsbunches.com,https://booking.appsbunches.com,,5,0,7 Day Free Trial
TM4 Express,5383,https://apps.zid.sa/en/application/5383,https://media.zid.store/apps/0f8f4f0f-68ab-43d3-91d8-9b6c5a5b24e0.svg,Saudi Arabia,Shipping & Fulfilment,Free,"TM4 EXPRESS is an innovative logistics company specializing in distribution and shipping within and between cities. We deliver reliable, fast solutions for e-stores through a modern fleet and a skilled operations team committed to quality and on-time delivery.",TM4,info@tm4ex.com,https://tm4ex.com/,+966595699950,5,0,Free App
InstaCart For Instagram,5384,https://apps.zid.sa/en/application/5384,https://media.zid.store/apps/b7eb1fa2-b6b5-4070-91a6-c6adecef9eb5.png,Saudi Arabia,Marketing,Paid; 20% discount,"Check the full list of features and demo on our website

**Interactive Shopping Experience Through Images and Videos Automatically Taken from Your Instagram Account**
Showcase Instagram photos and videos in your store with full customization and product linking capabilities.

**Connect Your Instagram Content to Your Store**
Link photos and videos to your store’s products, giving visitors a seamless shopping experience. Attract customers, build trust, and boost sales by integrating Instagra",Katheeb,support@katheeb.net,https://katheeb.net/instacart-shoppable-instagram-feeds-app/?platform=zid,,5,0,From SAR 44.85 / 1 Month
Fastlo,5403,https://apps.zid.sa/en/application/5403,https://media.zid.store/apps/6940e8d4-ab26-41f0-a4c4-bdca33759500.png,Saudi Arabia,Shipping & Fulfilment,Free,Fastlo is a Saudi company specialized in the logistics sector with over 10 years of experience supporting individuals and merchants. We offer fast and efficient door-to-door shipping and delivery solutions with advanced technology and professional team that ensures trust and satisfaction.,Fastlo,it@fastlo.sa,https://fastlo.com,+96620002779,5,0,Free App
